person-id,camera,tracklet,Tops.c,Bottoms.c,Age,Tops.l,Bottoms.l,shoulder bag,backpack,hat,handbag,hair,gender,Bottoms.t
1,5,129,5,0,1,1,1,0,0,0,0,1,1,0
1,5,84,5,0,1,1,1,0,0,0,0,1,1,0
1,5,110,5,0,1,1,1,0,0,0,0,1,1,0
1,5,87,5,0,1,1,1,0,0,0,0,1,1,0
1,5,158,5,0,1,1,1,0,0,0,0,1,1,0
1,2,41,5,0,1,1,1,0,0,0,0,1,1,0
1,1,1,5,0,1,1,1,0,0,0,0,1,1,0
1,1,12,5,0,1,1,1,0,0,0,0,1,1,0
1,2,61,8,0,1,1,1,0,0,0,0,1,1,0
1,4,82,5,0,1,1,1,0,0,0,0,1,1,0
1,5,101,1,0,1,1,1,0,0,0,0,1,1,0
1,5,139,5,0,1,1,1,0,0,0,0,1,1,0
1,2,57,5,0,1,1,1,0,0,0,0,1,1,0
1,5,148,5,0,1,1,1,0,0,0,0,1,1,0
1,1,8,5,0,1,1,1,0,0,0,0,1,1,0
1,5,174,5,0,1,1,1,0,0,0,0,1,1,0
1,4,81,5,0,1,1,1,0,0,0,0,1,1,0
1,5,143,5,0,1,1,1,0,0,0,0,1,1,0
1,5,147,5,0,1,1,1,0,0,0,0,1,1,0
1,5,109,5,0,1,1,1,0,0,0,0,1,1,0
1,5,180,5,0,1,1,1,0,0,0,0,1,1,0
1,2,67,5,0,1,1,1,0,0,0,0,1,1,0
1,5,160,5,0,1,1,1,0,0,0,0,1,1,0
1,6,185,5,0,1,1,1,0,0,0,0,1,1,0
1,1,19,5,0,1,1,1,0,0,0,0,1,1,0
1,5,163,5,0,1,1,1,0,0,0,0,1,1,0
1,1,18,5,0,1,1,1,0,0,0,0,1,1,0
1,5,144,5,0,1,1,1,0,0,0,0,1,1,0
1,2,45,5,0,1,1,1,0,0,0,0,1,1,0
1,2,35,5,0,1,1,1,0,0,0,0,1,1,0
1,5,168,5,0,1,1,1,0,0,0,0,1,1,0
1,1,4,5,0,1,1,1,0,0,0,0,1,1,0
1,5,98,1,0,1,1,1,0,0,0,1,1,1,0
1,5,99,5,0,1,1,1,0,0,0,1,1,1,0
1,5,151,5,0,1,1,1,0,0,0,0,1,1,0
1,1,10,5,0,1,1,1,0,0,0,0,1,1,0
1,2,31,5,0,1,1,1,0,0,0,0,1,1,0
1,2,30,5,0,1,1,1,0,0,0,0,1,1,0
1,2,22,5,0,1,1,1,0,0,0,0,1,1,0
1,5,161,5,0,1,1,1,0,0,0,0,1,1,0
1,2,73,5,0,1,1,1,0,0,0,0,1,1,0
1,2,52,5,0,1,1,1,0,0,0,0,1,1,0
1,5,104,5,0,1,1,1,0,0,0,0,1,1,0
1,2,56,5,0,1,1,1,0,0,0,0,1,1,0
1,2,50,5,0,1,1,1,0,0,0,0,1,1,0
1,5,137,5,0,1,1,1,0,0,0,0,1,1,0
1,5,135,5,0,1,1,1,0,0,0,0,1,1,0
1,2,37,5,0,1,1,1,0,0,0,0,1,1,0
1,2,63,8,0,1,1,1,0,0,0,0,1,1,0
1,2,29,5,0,1,1,1,0,0,0,0,1,1,0
1,2,59,8,0,1,1,1,0,0,0,0,1,1,0
1,2,72,5,0,1,1,1,0,0,0,0,1,1,0
1,1,16,5,0,1,1,1,0,0,0,0,1,1,0
1,2,40,5,0,1,1,1,0,0,0,0,1,1,0
1,2,36,5,0,1,1,1,0,0,0,0,1,1,0
1,5,106,5,0,1,1,1,0,0,0,0,1,1,0
1,5,141,5,0,1,1,1,0,0,0,0,1,1,0
1,5,142,5,0,1,1,1,0,0,0,0,1,1,0
1,5,121,5,0,1,1,1,0,0,0,0,1,1,0
1,2,69,5,0,1,1,1,0,0,0,0,1,1,0
1,2,25,5,0,1,1,1,0,0,0,0,1,1,0
1,5,132,5,0,1,1,1,0,0,0,0,1,1,0
1,5,91,1,0,1,1,1,0,0,0,0,1,1,0
1,5,119,5,0,1,1,1,0,0,0,0,1,1,0
1,5,115,5,0,1,1,1,0,0,0,0,1,1,0
1,1,17,5,0,1,1,1,0,0,0,0,1,1,0
1,5,162,5,0,1,1,1,0,0,0,0,1,1,0
1,1,13,5,0,1,1,1,0,0,0,0,1,1,0
1,5,157,5,0,1,1,1,0,0,0,0,1,1,0
1,2,62,8,0,1,1,1,0,0,0,0,1,1,0
1,2,33,5,0,1,1,1,0,0,0,0,1,1,0
1,5,85,5,0,1,1,1,0,0,0,0,1,1,0
1,5,169,5,0,1,1,1,0,0,0,0,1,1,0
1,2,74,5,0,1,1,1,0,0,0,0,1,1,0
1,5,177,5,0,1,1,1,0,0,0,0,1,1,0
1,5,96,1,0,1,1,1,0,0,0,0,1,1,0
2,2,19,7,7,1,1,1,0,1,0,0,0,0,1
2,2,21,7,7,1,1,1,0,0,0,0,0,0,1
2,1,5,7,7,1,1,1,0,0,0,0,0,0,1
2,3,30,7,7,1,1,1,0,0,0,0,0,0,1
2,6,34,7,7,1,1,1,0,1,0,0,0,0,1
2,1,11,7,7,1,1,1,0,0,0,0,0,0,1
2,2,20,7,7,1,1,1,0,0,0,0,0,0,1
2,1,10,7,4,1,1,1,0,0,0,0,0,0,1
2,2,17,7,7,1,1,1,0,1,0,0,0,0,1
2,3,23,7,7,1,1,1,0,0,0,0,0,0,1
2,3,27,7,7,1,1,1,0,1,0,0,0,0,1
2,2,14,7,7,1,1,1,0,0,0,0,0,0,1
2,3,29,7,7,1,1,1,0,0,0,0,0,0,1
2,3,25,7,7,1,1,1,0,1,0,0,0,0,1
2,6,36,7,7,1,1,1,0,1,0,0,0,0,1
2,1,7,7,7,1,1,1,0,0,0,0,0,0,1
2,1,3,7,7,1,1,1,0,0,0,0,0,0,1
2,1,4,7,7,1,1,1,0,0,0,0,0,0,1
2,1,9,7,7,1,1,1,0,1,0,0,0,0,1
2,2,15,7,7,1,1,1,0,0,0,0,0,0,1
2,6,33,7,7,1,1,1,0,1,0,0,0,0,1
2,1,1,7,7,1,1,1,0,0,0,0,0,0,1
2,1,6,7,7,1,1,1,0,0,0,0,0,0,1
2,3,28,7,7,1,1,1,0,0,0,0,0,0,1
2,2,16,7,7,1,1,1,0,1,0,0,0,0,1
2,3,26,7,7,1,1,1,0,1,0,0,0,0,1
2,1,8,7,7,1,1,1,0,1,0,0,0,0,1
2,2,18,7,7,1,1,1,0,1,0,0,0,0,1
2,1,12,7,7,1,1,1,0,0,0,0,0,0,1
2,6,35,7,7,1,1,1,0,1,0,0,0,0,1
2,6,37,7,7,1,1,1,0,1,0,0,0,0,1
2,1,2,7,7,1,1,1,0,0,0,0,0,0,1
2,3,24,7,7,1,1,1,0,0,0,0,0,0,1
3,4,3,0,8,1,1,1,1,0,0,0,1,1,1
3,5,10,0,8,1,1,1,1,0,0,0,1,1,1
3,4,4,0,8,1,1,1,1,0,0,0,1,1,1
3,4,6,0,8,1,1,1,1,0,0,0,1,1,1
3,5,8,0,8,1,1,1,1,0,0,0,1,1,1
3,5,9,0,8,1,1,1,1,0,0,0,1,1,1
3,5,11,0,8,1,1,1,1,0,0,0,1,1,1
3,4,5,0,8,1,1,1,1,0,0,0,1,1,1
4,1,1,7,2,1,1,1,0,1,0,0,0,0,1
4,5,7,7,2,1,1,1,0,1,0,0,0,0,1
4,2,4,7,2,1,1,1,0,1,0,0,0,0,1
4,5,8,7,2,1,1,1,0,1,0,0,0,0,1
4,2,3,7,2,1,1,1,0,1,0,0,0,0,1
4,1,2,7,2,1,1,1,0,1,0,0,0,0,1
4,5,5,7,2,1,1,1,0,1,0,0,0,0,1
4,5,6,7,2,1,1,1,0,1,0,0,0,0,1
5,2,63,0,9,1,1,1,0,0,0,0,0,0,1
5,5,256,3,7,1,1,1,0,0,0,0,0,0,1
5,5,245,0,7,1,1,1,0,0,0,0,0,0,1
5,2,62,0,9,1,1,1,0,0,0,0,0,0,1
5,5,134,0,7,1,1,1,0,0,0,0,0,0,1
5,5,161,0,9,1,1,1,0,0,0,0,0,0,1
5,5,254,0,7,1,1,1,0,0,0,0,0,0,1
5,2,29,0,9,1,1,1,0,0,0,0,0,0,1
5,5,224,0,7,1,1,1,0,0,0,0,0,0,1
5,5,153,0,9,1,1,1,0,0,0,0,0,0,1
5,5,142,0,9,1,1,1,0,0,0,0,0,0,1
5,5,181,0,9,1,1,1,0,0,0,0,0,0,1
5,5,106,0,7,1,1,1,0,0,0,0,0,0,1
5,2,66,0,7,1,1,1,0,0,0,0,0,0,1
5,5,167,0,7,1,1,1,0,0,0,0,0,0,1
5,5,149,0,7,1,1,1,0,0,0,0,0,0,1
5,1,6,0,9,1,1,1,0,0,0,0,0,0,1
5,5,132,0,9,1,1,1,0,0,0,0,0,0,1
5,5,178,0,9,1,1,1,0,0,0,0,0,0,1
5,5,103,0,7,1,1,1,0,0,0,0,0,0,1
5,1,8,0,9,1,1,1,0,0,0,0,0,0,1
5,5,98,0,7,1,1,1,0,0,0,0,0,0,1
5,5,208,0,9,1,1,1,0,0,0,0,0,0,1
5,5,114,0,9,1,1,1,0,0,0,0,0,0,1
5,5,180,0,9,1,1,1,0,0,0,0,0,0,1
5,5,194,0,9,1,1,1,0,0,0,0,0,0,1
5,5,127,0,9,1,1,1,0,0,0,0,0,0,1
5,5,185,0,9,1,1,1,0,0,0,0,0,0,1
5,5,124,0,9,1,1,1,0,0,0,0,0,0,1
5,5,147,0,7,1,1,1,0,0,0,0,0,0,1
5,2,45,0,7,1,1,1,0,0,0,0,0,0,1
5,2,65,0,7,1,1,1,0,0,0,0,0,0,1
5,2,28,0,9,1,1,1,0,0,0,0,0,0,1
5,1,5,0,7,1,1,1,0,0,0,0,0,0,1
5,5,252,0,7,1,1,1,0,0,0,0,0,0,1
5,5,131,0,9,1,1,1,0,0,0,1,0,0,1
5,4,82,0,9,1,1,1,0,0,0,0,0,0,1
5,5,172,0,9,1,1,1,0,0,0,0,0,0,1
5,1,19,0,7,1,1,1,0,0,0,0,0,0,1
5,2,48,0,7,1,1,1,0,0,0,0,0,0,1
5,5,176,0,9,1,1,1,0,0,0,0,0,0,1
5,4,79,0,9,1,1,1,0,0,0,0,0,0,1
5,5,136,0,9,1,1,1,0,0,0,0,0,0,1
5,5,177,0,9,1,1,1,0,0,0,0,0,0,1
5,5,121,0,9,1,1,1,0,0,0,0,0,0,1
5,5,174,0,9,1,1,1,0,0,0,0,0,0,1
5,1,20,0,7,1,1,1,0,0,0,0,0,0,1
5,5,253,0,7,1,1,1,0,0,0,0,0,0,1
5,1,21,0,9,1,1,1,0,0,0,0,0,0,1
5,5,151,0,9,1,1,1,0,0,0,0,0,0,1
5,5,192,0,9,1,1,1,0,0,0,0,0,0,1
5,2,37,0,7,1,1,1,0,0,0,0,0,0,1
5,5,88,0,9,1,1,1,0,0,0,0,0,0,1
5,5,221,0,9,1,1,1,0,0,0,0,0,0,1
5,2,27,0,7,1,1,1,0,0,0,0,0,0,1
5,2,69,0,9,1,1,1,0,0,0,0,0,0,1
5,1,10,0,7,1,1,1,0,0,0,1,0,0,1
5,1,23,0,7,1,1,1,0,0,0,0,0,0,1
5,2,42,0,7,1,1,1,0,0,0,0,0,0,1
5,2,67,0,7,1,1,1,0,0,0,0,0,0,1
5,2,68,0,7,1,1,1,0,0,0,0,0,0,1
5,1,15,0,7,1,1,1,0,0,0,0,0,0,1
5,5,206,0,9,1,1,1,0,0,0,0,0,0,1
5,5,86,0,9,1,1,1,0,0,0,0,0,0,1
5,5,199,0,7,1,1,1,0,0,0,0,0,0,1
5,5,162,0,9,1,1,1,0,0,0,0,0,0,1
5,5,130,0,9,1,1,1,0,0,0,0,0,0,1
5,4,85,0,9,1,1,1,0,0,0,0,0,0,1
5,6,266,0,9,1,1,1,0,0,0,0,0,0,1
5,5,123,0,9,1,1,1,0,0,0,0,0,0,1
5,5,105,0,7,1,1,1,0,0,0,0,0,0,1
5,5,237,0,9,1,1,1,0,0,0,0,0,0,1
5,5,150,0,9,1,1,1,0,0,0,0,0,0,1
5,5,175,0,9,1,1,1,0,0,0,0,0,0,1
5,5,110,0,9,1,1,1,0,0,0,0,0,0,1
5,2,46,0,7,1,1,1,0,0,0,0,0,0,1
5,1,2,0,7,1,1,1,0,0,0,0,0,0,1
5,2,73,0,7,1,1,1,0,0,0,0,0,0,1
5,5,218,0,9,1,1,1,0,0,0,0,0,0,1
5,5,189,0,9,1,1,1,0,0,0,0,0,0,1
5,5,184,0,9,1,1,1,0,0,0,0,0,0,1
5,2,30,0,7,1,1,1,0,0,0,0,0,0,1
5,5,235,0,7,1,1,1,0,0,0,0,0,0,1
5,2,53,0,7,1,1,1,0,0,0,0,0,0,1
5,5,259,0,7,1,1,1,0,0,0,0,0,0,1
5,5,210,0,9,1,1,1,0,0,0,0,0,0,1
5,2,64,0,7,1,1,1,0,0,0,0,0,0,1
5,5,152,0,9,1,1,1,0,0,0,0,0,0,1
5,5,117,0,7,1,1,1,0,0,0,0,0,0,1
5,5,179,0,9,1,1,1,0,0,0,0,0,0,1
5,5,143,0,9,1,1,1,0,0,0,0,0,0,1
5,3,76,0,7,1,1,1,0,0,0,0,0,0,1
5,5,145,0,9,1,1,1,0,0,0,0,0,0,1
5,5,118,0,7,1,1,1,0,0,0,0,0,0,1
5,1,18,0,7,1,1,1,0,0,0,0,0,0,1
5,5,115,0,9,1,1,1,0,0,0,0,0,0,1
5,5,119,0,9,1,1,1,0,0,0,0,0,0,1
5,5,212,0,9,1,1,1,0,0,0,0,0,0,1
5,5,102,0,7,1,1,1,0,0,0,0,0,0,1
5,5,164,0,9,1,1,1,0,0,0,0,0,0,1
5,5,251,0,7,1,1,1,0,0,0,0,0,0,1
5,2,71,0,7,1,1,1,0,0,0,0,0,0,1
5,5,95,0,9,1,1,1,0,0,0,0,0,0,1
5,2,49,0,7,1,1,1,0,0,0,0,0,0,1
5,5,198,0,7,1,1,1,0,0,0,0,0,0,1
5,2,61,0,9,1,1,1,0,0,0,0,0,0,1
5,1,16,0,7,1,1,1,0,0,0,0,0,0,1
5,5,205,0,9,1,1,1,0,0,0,0,0,0,1
5,5,255,0,7,1,1,1,0,0,0,0,0,0,1
5,5,165,0,9,1,1,1,0,0,0,0,0,0,1
5,2,57,0,9,1,1,1,0,0,0,0,0,0,1
5,3,78,0,7,1,1,1,0,0,0,0,0,0,1
5,2,60,0,9,1,1,1,0,0,0,0,0,0,1
5,5,101,0,7,1,1,1,0,0,0,0,0,0,1
5,5,195,0,7,1,1,1,0,0,0,0,0,0,1
5,1,17,0,7,1,1,1,0,0,0,0,0,0,1
5,5,217,0,7,1,1,1,0,0,0,0,0,0,1
5,2,59,0,9,1,1,1,0,0,0,0,0,0,1
5,5,170,0,9,1,1,1,0,0,0,0,0,0,1
5,5,93,0,7,1,1,1,0,0,0,0,0,0,1
5,5,244,0,7,1,1,1,0,0,0,0,0,0,1
5,5,193,0,7,1,1,1,0,0,0,0,0,0,1
5,5,116,0,9,1,1,1,0,0,0,0,0,0,1
5,5,173,0,9,1,1,1,0,0,0,0,0,0,1
5,1,13,0,7,1,1,1,0,0,0,0,0,0,1
5,5,100,0,7,1,1,1,0,0,0,0,0,0,1
5,1,9,0,7,1,1,1,0,0,0,0,0,0,1
5,5,122,0,9,1,1,1,0,0,0,0,0,0,1
5,6,269,0,9,1,1,1,0,0,0,0,0,0,1
5,5,222,0,7,1,1,1,0,0,0,0,0,0,1
5,2,47,0,7,1,1,1,0,0,0,0,0,0,1
5,5,225,0,7,1,1,1,0,0,0,0,0,0,1
5,5,183,0,9,1,1,1,0,0,0,0,0,0,1
5,5,159,0,9,1,1,1,0,0,0,0,0,0,1
5,5,144,0,7,1,1,1,0,0,0,0,0,0,1
5,2,41,0,7,1,1,1,0,0,0,0,0,0,1
5,5,207,0,9,1,1,1,0,0,0,0,0,0,1
5,2,25,0,9,1,1,1,0,0,0,0,0,0,1
5,2,50,0,7,1,1,1,0,0,0,0,0,0,1
5,5,213,0,7,1,1,1,0,0,0,0,0,0,1
5,5,135,0,9,1,1,1,0,0,0,0,0,0,1
5,5,182,0,9,1,1,1,0,0,0,0,0,0,1
5,5,204,0,7,1,1,1,0,0,0,0,0,0,1
5,2,70,0,9,1,1,1,0,0,0,0,0,0,1
5,5,247,0,7,1,1,1,0,0,0,0,0,0,1
5,5,113,0,9,1,1,1,0,0,0,0,0,0,1
5,5,146,0,7,1,1,1,0,0,0,0,0,0,1
5,2,36,0,7,1,1,1,0,0,0,0,0,0,1
5,5,188,0,9,1,1,1,0,0,0,0,0,0,1
5,5,129,0,9,1,1,1,0,0,0,0,0,0,1
5,1,3,0,7,1,1,1,0,0,0,0,0,0,1
5,2,56,0,7,1,1,1,0,0,0,0,0,0,1
5,5,240,0,7,1,1,1,0,0,0,0,0,0,1
5,5,148,0,7,1,1,1,0,0,0,0,0,0,1
5,5,107,0,7,1,1,1,0,0,0,0,0,0,1
5,5,96,0,7,1,1,1,0,0,0,0,0,0,1
5,1,7,0,9,1,1,1,0,0,0,0,0,0,1
5,5,163,0,9,1,1,1,0,0,0,0,0,0,1
5,2,74,0,9,1,1,1,0,0,0,0,0,0,1
5,5,120,0,9,1,1,1,0,0,0,0,0,0,1
5,5,223,0,7,1,1,1,0,0,0,0,0,0,1
5,2,52,0,9,1,1,1,0,0,0,0,0,0,1
5,5,141,0,9,1,1,1,0,0,0,0,0,0,1
5,2,40,0,7,1,1,1,0,0,0,0,0,0,1
5,5,187,0,7,1,1,1,0,0,0,0,0,0,1
5,5,227,0,7,1,1,1,0,0,0,0,0,0,1
5,5,200,0,7,1,1,1,0,0,0,0,0,0,1
5,5,137,0,7,1,1,1,0,0,0,0,0,0,1
5,5,111,0,7,1,1,1,0,0,0,0,0,0,1
5,5,87,0,9,1,1,1,0,0,0,0,0,0,1
5,5,158,0,9,1,1,1,0,0,0,0,0,0,1
5,2,34,0,9,1,1,1,0,0,0,0,0,0,1
5,5,264,0,7,1,1,1,0,0,0,0,0,0,1
5,5,166,0,9,1,1,1,0,0,0,0,0,0,1
5,5,169,0,9,1,1,1,0,0,0,0,0,0,1
5,5,262,0,7,1,1,1,0,0,0,0,0,0,1
5,5,99,0,7,1,1,1,0,0,0,0,0,0,1
5,5,232,0,7,1,1,1,0,0,0,0,0,0,1
5,5,216,0,7,1,1,1,0,0,0,0,0,0,1
5,5,168,0,9,1,1,1,0,0,0,0,0,0,1
5,5,125,0,9,1,1,1,0,0,0,0,0,0,1
5,5,261,0,7,1,1,1,0,0,0,0,0,0,1
5,5,89,0,7,1,1,1,0,0,0,0,0,0,1
5,2,43,0,7,1,1,1,0,0,0,0,0,0,1
5,5,160,0,7,1,1,1,0,0,0,0,0,0,1
5,5,246,0,7,1,1,1,0,0,0,0,0,0,1
5,1,14,0,7,1,1,1,0,0,0,0,0,0,1
5,5,196,0,7,1,1,1,0,0,0,0,0,0,1
5,5,108,0,7,1,1,1,0,0,0,0,0,0,1
5,5,94,0,9,1,1,1,0,0,0,0,0,0,1
5,6,267,0,9,1,1,1,0,0,0,0,0,0,1
5,2,51,0,7,1,1,1,0,0,0,0,0,0,1
5,5,211,0,9,1,1,1,0,0,0,0,0,0,1
5,5,239,0,9,1,1,1,0,0,0,0,0,0,1
5,2,44,0,7,1,1,1,0,0,0,0,0,0,1
5,5,128,0,9,1,1,1,0,0,0,0,0,0,1
5,1,1,0,7,1,1,1,0,0,0,0,0,0,1
5,5,139,0,7,1,1,1,0,0,0,0,0,0,1
5,5,250,0,7,1,1,1,0,0,0,0,0,0,1
5,4,84,0,7,1,1,1,0,0,0,0,0,0,1
5,5,209,0,9,1,1,1,0,0,0,0,0,0,1
5,5,154,0,9,1,1,1,0,0,0,0,0,0,1
5,5,226,0,7,1,1,1,0,0,0,0,0,0,1
5,4,80,0,9,1,1,1,0,0,0,0,0,0,1
5,5,202,0,9,1,1,1,0,0,0,0,0,0,1
5,5,104,0,7,1,1,1,0,0,0,0,0,0,1
5,5,229,0,7,1,1,1,0,0,0,0,0,0,1
5,5,257,0,9,1,1,1,0,0,0,0,0,0,1
5,2,33,0,9,1,1,1,0,0,0,0,0,0,1
5,5,265,0,7,1,1,1,0,0,0,0,0,0,1
5,5,234,0,9,1,1,1,0,0,0,0,0,0,1
5,5,236,0,7,1,1,1,0,0,0,0,0,0,1
5,5,258,0,9,1,1,1,0,0,0,0,0,0,1
5,5,238,0,9,1,1,1,0,0,0,0,0,0,1
5,5,156,0,9,1,1,1,0,0,0,0,0,0,1
5,2,32,0,9,1,1,1,0,0,0,0,0,0,1
5,6,268,0,9,1,1,1,0,0,0,0,0,0,1
5,5,90,0,7,1,1,1,0,0,0,0,0,0,1
5,2,54,0,7,1,1,1,0,0,0,0,0,0,1
5,5,133,0,7,1,1,1,0,0,0,0,0,0,1
5,4,81,0,7,1,1,1,0,0,0,0,0,0,1
5,5,230,0,7,1,1,1,0,0,0,0,0,0,1
5,5,112,0,7,1,1,1,0,0,0,0,0,0,1
5,1,22,0,7,1,1,1,0,0,0,0,0,0,1
5,5,233,0,7,1,1,1,0,0,0,0,0,0,1
5,5,138,0,7,1,1,1,0,0,0,0,0,0,1
